Date,coupon,country,Usage
05-Oct-2025,K121,KSA,1
05-Oct-2025,K123,KSA,1
05-Oct-2025,K125,KSA,1
05-Oct-2025,K135,KSA,7
05-Oct-2025,K137,KSA,4
05-Oct-2025,K141,KSA,1
05-Oct-2025,K148,KSA,1
05-Oct-2025,K157,KSA,1
05-Oct-2025,K166,KSA,4
05-Oct-2025,K172,KSA,4
05-Oct-2025,K175,KSA,1
05-Oct-2025,K179,KSA,2
05-Oct-2025,K183,KSA,2
05-Oct-2025,K195,KSA,4
05-Oct-2025,k197,KSA,14
05-Oct-2025,K198,KSA,1
05-Oct-2025,ka1,KSA,5
05-Oct-2025,Ka119,KSA,2
05-Oct-2025,Ka12,KSA,60
05-Oct-2025,KA15,KSA,5
05-Oct-2025,KA2,KSA,1
05-Oct-2025,KA21,KSA,3
05-Oct-2025,ka27,KSA,1
05-Oct-2025,Ka32,KSA,1
05-Oct-2025,Ka34,KSA,5
05-Oct-2025,KA4,KSA,1
05-Oct-2025,ka40,KSA,1
05-Oct-2025,KA50,KSA,4
05-Oct-2025,KA55,KSA,3
05-Oct-2025,KA57,KSA,1
05-Oct-2025,KA59,KSA,2
05-Oct-2025,ka6,KSA,1
05-Oct-2025,KA60,KSA,1
05-Oct-2025,KA61,KSA,1
05-Oct-2025,KA64,KSA,7
05-Oct-2025,KA66,KSA,5
05-Oct-2025,Ka88,KSA,1
05-Oct-2025,ka95,KSA,1
05-Oct-2025,KA99,KSA,1
05-Oct-2025,SS25,KSA,2
05-Oct-2025,SS33,KSA,2
